total_sales,genre,release_date
0.32,Adventure,2002-09-15
0.32,Adventure,1997-11-30
0.32,Adventure,2008-11-04
0.32,Adventure,2002-10-28
0.32,Adventure,2012-03-13
0.32,Adventure,2003-11-18
0.32,Music,2014-11-18
0.32,Adventure,2002-03-19
0.32,Strategy,1997-03-28
0.32,Strategy,2004-10-12
0.32,Strategy,2002-06-25
0.32,Platform,2010-10-05
0.32,Simulation,2009-11-03
0.32,Misc,2009-07-21
0.32,Misc,2002-09-23
0.32,Misc,2009-07-14
0.32,Misc,2012-10-30
0.32,Misc,1996-12-06
0.32,Sports,2009-11-17
0.32,Sports,2000-03-07
0.32,Sports,1998-02-26
0.32,Puzzle,1999-08-01
0.32,Puzzle,2007-10-16
0.32,Sports,2008-02-18
0.32,Sports,2008-08-12
0.32,Action-Adventure,2013-10-25
0.32,Sports,2007-05-15
0.32,Sports,2005-11-16
0.32,Sports,1998-01-10
0.32,Sports,2000-11-14
0.32,Sports,1998-10-31
0.32,Sports,2008-05-19
0.32,Sports,2011-08-26
0.32,Sports,2000-02-29
0.32,Sports,2003-09-03
0.32,Sports,2008-06-26
0.32,Sports,2010-10-19
0.32,Sports,2009-10-06
0.32,Sports,2002-10-09
0.32,Sports,2004-04-08
0.32,Sports,2003-08-27
0.32,Sports,2005-02-08
0.32,Action,2004-10-19
0.32,Action,2006-12-12
0.32,Action,2004-10-21
0.32,Sports,1999-12-16
0.32,Action,2008-10-27
0.32,Action,2008-10-14
0.32,Misc,2008-09-12
0.32,Misc,2004-11-09
0.32,Misc,2005-04-15
0.32,Misc,2011-04-05
0.32,Misc,2014-05-20
0.32,Misc,2011-11-08
0.32,Misc,2009-10-27
0.32,Racing,2009-03-24
0.32,Action,2011-08-02
0.32,Action,2011-11-22
0.32,Action,2011-10-11
0.32,Action,2012-03-20
0.32,Action,2008-10-13
0.32,Action,1997-05-22
0.32,Action,2018-06-15
0.32,Action,2011-11-22
0.32,Action,2009-06-23
0.32,Action,2016-01-26
0.32,Action,2001-08-13
0.32,Action,2009-06-23
0.32,Action,2001-11-02
0.32,Action,2007-10-04
0.32,Fighting,2002-06-03
0.32,Fighting,2014-03-25
0.32,Fighting,2014-01-28
0.32,Fighting,2003-12-11
0.32,Racing,2001-10-16
0.32,Racing,2012-11-13
0.32,Shooter,2009-09-15
0.32,Fighting,2006-06-26
0.32,Shooter,2006-07-11
0.32,Shooter,2012-02-07
0.32,Shooter,2010-06-29
0.32,Racing,2008-02-12
0.32,Racing,2017-06-13
0.32,Racing,2008-12-05
0.32,Racing,2006-09-05
0.32,Racing,2001-02-26
0.32,Racing,2009-09-08
0.32,Shooter,2011-06-07
0.32,Fighting,2005-10-04
0.32,Fighting,2010-07-27
0.32,Role-Playing,2002-05-30
0.32,Racing,1997-01-31
0.32,Shooter,2011-01-25
0.32,Shooter,2010-01-12
0.32,Shooter,2005-08-16
0.32,Shooter,2007-10-23
0.32,Shooter,2015-06-16
0.32,Shooter,2003-10-29
0.31,Racing,2002-09-19
0.31,Racing,2009-06-02
0.31,Role-Playing,2016-10-11
0.31,Role-Playing,1997-11-13
0.31,Role-Playing,2001-06-29
0.31,Role-Playing,1996-01-31
0.31,Fighting,2015-06-30
0.31,Role-Playing,2013-04-16
0.31,Racing,2003-11-11
0.31,Misc,2003-03-28
0.31,Fighting,2012-02-15
0.31,Fighting,2002-07-01
0.31,Fighting,1994-06-10
0.31,Shooter,1998-05-05
0.31,Shooter,1996-01-01
0.31,Shooter,2003-11-19
0.31,Strategy,1999-06-10
0.31,Strategy,2009-08-06
0.31,Misc,2011-03-25
0.31,Misc,2005-05-03
0.31,Puzzle,2011-07-26
0.31,Puzzle,2010-07-28
0.31,Puzzle,2001-06-22
0.31,Shooter,2014-08-26
0.31,Shooter,2014-07-01
0.31,Strategy,2015-11-30
0.31,Role-Playing,2000-10-23
0.31,Role-Playing,2011-08-10
0.31,Role-Playing,2008-11-04
0.31,Role-Playing,2007-09-18
0.31,Racing,1999-09-22
0.31,Action,2010-01-19
0.31,Action,2002-10-18
0.31,Action,2007-06-05
0.31,Action,2011-10-18
0.31,Action,2009-06-30
0.31,Action,2007-11-08
0.31,Puzzle,2009-11-17
0.31,Puzzle,2007-09-24
0.31,Racing,2012-02-22
0.31,Platform,2009-03-24
0.31,Platform,1993-12-22
0.31,Sports,1996-01-01
0.31,Sports,2007-07-19
0.31,Sports,2007-09-18
0.31,Platform,1995-12-22
0.31,Platform,1999-11-14
0.31,Platform,2006-01-31
0.31,Puzzle,2000-09-24
0.31,Misc,1998-10-16
0.31,Misc,2008-11-04
0.31,Misc,2003-04-29
0.31,Misc,1998-10-27
0.31,Misc,2009-11-06
0.31,Platform,2000-11-13
0.31,Sports,2008-03-03
0.31,Sports,2007-08-02
0.31,Sports,2005-11-16
0.31,Sports,2008-02-05
0.31,Sports,2009-03-25
0.31,Sports,2016-04-21
0.31,Sports,1999-06-30
0.31,Action,2005-01-18
0.31,Action,2015-03-10
0.31,Action,2017-01-31
0.31,Sports,2003-08-12
0.31,Sports,2007-10-01
0.31,Sports,1997-03-14
0.31,Simulation,2009-01-21
0.31,Simulation,2001-04-14
0.31,Sports,2001-11-12
0.31,Sports,2008-05-29
0.31,Sports,1999-10-01
0.31,Simulation,2003-07-17
0.31,Platform,2007-10-16
0.31,Adventure,1996-08-01
0.31,Adventure,2007-10-30
0.31,Adventure,2006-11-14
0.31,Adventure,2010-01-19
0.31,Action,2002-09-02
0.31,Action,2002-06-19
0.31,Action,2010-09-28
0.31,Action,2014-11-11
0.31,Action,2008-06-05
0.31,Action,2010-12-07
0.31,Action,2007-10-29
0.31,Action,2005-11-07
0.31,Strategy,2010-02-23
0.31,Strategy,2016-09-27
0.31,Strategy,2010-03-23
0.31,Strategy,1997-08-31
0.31,Platform,2008-10-21
0.31,Platform,1999-09-15
0.31,Platform,2010-06-08
0.31,Platform,2017-08-15
0.31,Action,2005-09-16
0.31,Action,2010-07-27
0.31,Action,2005-05-04
0.31,Action,2001-04-25
0.31,Action,2005-10-07
0.31,Sports,2002-10-31
0.31,Sports,2005-02-22
0.31,Action-Adventure,2015-03-24
0.31,Action-Adventure,2014-11-11
0.31,Action-Adventure,2014-02-07
0.31,Platform,2010-05-18
0.31,Misc,2008-10-28
0.31,Misc,2004-10-11
0.31,Puzzle,2011-03-27
0.31,Sports,2008-11-16
0.31,Sports,1999-08-31
0.31,Sports,2011-10-20
0.31,Sports,2009-09-08
0.31,Strategy,2004-03-23
0.31,Strategy,2006-07-05
0.31,Misc,2014-03-25
0.31,Misc,2009-09-11
0.31,Misc,2008-12-19
0.31,Misc,1999-10-31
0.31,Misc,1999-10-30
0.31,Role-Playing,2012-02-28
0.31,Racing,1998-06-04
0.31,Racing,1999-08-31
0.31,Racing,2002-02-11
0.31,Racing,2011-03-29
0.3,Racing,2009-10-27
0.3,Racing,1997-09-16
0.3,Racing,2000-11-07
0.3,Racing,1999-06-30
0.3,Shooter,2007-10-29
0.3,Fighting,2011-11-22
0.3,Fighting,1999-05-04
0.3,Fighting,2008-02-26
0.3,Fighting,2011-10-18
0.3,Role-Playing,2009-08-10
0.3,Role-Playing,2011-02-22
0.3,Racing,2013-02-12
0.3,Misc,2006-03-22
0.3,Misc,2009-12-22
0.3,Misc,2010-10-05
0.3,Misc,1995-04-27
0.3,Sports,2012-09-25
0.3,Sports,2003-12-01
0.3,Sports,1995-03-18
0.3,Sports,2010-09-28
0.3,Sports,2014-09-23
0.3,Action-Adventure,2012-05-22
0.3,Platform,2003-10-27
0.3,Platform,2005-05-23
0.3,Platform,1995-04-27
0.3,Platform,2005-08-21
0.3,Action,2000-09-20
0.3,Action,2008-02-19
0.3,Action,2007-05-02
0.3,Action,2005-09-22
0.3,Action,2015-02-24
0.3,Action,2007-10-09
0.3,Adventure,2005-07-11
0.3,Adventure,2005-11-16
0.3,Music,2006-08-03
0.3,Action,2013-02-05
0.3,Action,2007-10-18
0.3,Simulation,2017-08-15
0.3,Simulation,2009-03-25
0.3,Simulation,1997-02-28
0.3,Simulation,2008-10-21
0.3,Simulation,1998-09-16
0.3,Simulation,1999-10-29
0.3,Sports,2004-06-23
0.3,Action,2003-10-21
0.3,Action,2010-09-14
0.3,Action,2011-04-10
0.3,Action,2003-08-06
0.3,Action,2016-01-26
0.3,Action,2009-06-23
0.3,Action,2003-12-02
0.3,Action,2000-09-26
0.3,Sports,2018-09-11
0.3,Sports,2012-09-25
0.3,Sports,1990-12-21
0.3,Sports,1996-01-01
0.3,Sports,2002-10-08
0.3,Sports,2002-10-08
0.3,Platform,2002-09-16
0.3,Action,2004-09-08
0.3,Action,2004-09-27
0.3,Action,2010-09-07
0.3,Shooter,2007-11-13
0.3,Misc,2006-12-21
0.3,Platform,2017-04-04
0.3,Platform,2002-05-29
0.3,Action-Adventure,2018-10-16
0.3,Puzzle,2013-10-29
0.3,Puzzle,2010-10-19
0.3,Platform,2001-01-30
0.3,Strategy,1996-11-30
0.3,Strategy,2005-03-21
0.3,Music,2017-10-24
0.3,Party,2012-11-18
0.3,Action,2006-08-15
0.3,Action,2010-09-28
0.3,Board Game,2017-10-31
0.3,Racing,2013-10-08
0.3,Role-Playing,2012-11-29
0.3,Role-Playing,1996-01-01
0.3,Simulation,2006-10-17
0.3,Simulation,2009-03-10
0.3,Adventure,2006-02-28
0.3,Adventure,2009-11-10
0.3,Adventure,2007-06-25
0.3,Strategy,2011-10-25
0.3,Strategy,2007-12-27
0.3,Strategy,2003-08-13
0.3,Strategy,2007-03-01
0.3,Shooter,2017-02-14
0.3,Shooter,2006-03-14
0.3,Sports,2016-10-11
0.3,Sports,2003-12-04
0.3,Sports,2007-12-06
0.3,Sports,2009-11-08
0.3,Misc,2005-10-20
0.3,Misc,2005-11-08
0.3,Puzzle,2006-11-06
0.3,Puzzle,1997-02-28
0.3,Fighting,2018-10-26
0.3,Fighting,2015-10-06
0.3,Fighting,2003-02-11
0.3,Fighting,1996-10-31
0.3,Fighting,2004-06-22
0.3,Shooter,2015-11-06
0.3,Shooter,2012-05-08
0.3,Shooter,2015-03-17
0.3,Shooter,2015-12-01
0.3,Fighting,2018-10-19
0.3,Shooter,1999-06-30
0.3,Role-Playing,1994-12-22
0.3,Role-Playing,2000-10-24
0.3,Role-Playing,2015-03-17
0.3,Role-Playing,2009-10-13
0.3,Racing,2002-03-19
0.3,Racing,2003-04-09
0.3,Racing,2008-06-17
0.3,Shooter,1996-11-30
0.3,Role-Playing,1995-12-22
0.3,Misc,2011-07-19
0.3,Misc,2011-04-12
0.3,Misc,2014-10-21
0.3,Racing,2002-04-29
0.3,Misc,2010-12-02
0.29,Platform,2018-01-01
0.29,Platform,2010-05-18
0.29,Platform,2008-03-11
0.29,Platform,2004-12-07
0.29,Platform,2014-11-11
0.29,Misc,1994-02-26
0.29,Misc,2011-11-22
0.29,Misc,1996-09-30
0.29,Misc,2008-10-15
0.29,Misc,2010-10-20
0.29,Misc,2011-11-08
0.29,Action-Adventure,2016-06-28
0.29,Action-Adventure,2013-10-29
0.29,Action-Adventure,2014-07-08
0.29,Sports,2005-11-16
0.29,Sports,1996-03-22
0.29,Sports,2018-09-14
0.29,Sports,2008-12-18
0.29,Sports,2003-11-11
0.29,Sports,1996-09-30
0.29,Fighting,1999-11-30
0.29,Fighting,2013-02-28
0.29,Role-Playing,2004-02-19
0.29,Role-Playing,2017-06-23
0.29,Role-Playing,2002-01-28
0.29,Fighting,2002-11-01
0.29,Fighting,1997-05-21
0.29,Fighting,2006-11-15
0.29,Role-Playing,2018-02-23
0.29,Role-Playing,2010-04-27
0.29,Role-Playing,2007-05-29
0.29,Role-Playing,2004-11-02
0.29,Role-Playing,2010-03-30
0.29,Simulation,2005-09-28
0.29,Simulation,2018-08-07
0.29,Simulation,2004-09-14
0.29,Simulation,1999-09-09
0.29,Role-Playing,2012-10-09
0.29,Role-Playing,1996-01-25
0.29,Role-Playing,2010-01-18
0.29,Role-Playing,2005-10-18
0.29,Simulation,2008-03-21
0.29,Simulation,2009-08-25
0.29,Simulation,2010-08-31
0.29,Simulation,2007-11-20
0.29,Simulation,2007-11-20
0.29,Role-Playing,2012-04-17
0.29,Role-Playing,1991-12-21
0.29,Strategy,1998-10-14
0.29,Misc,2010-10-20
0.29,Misc,2013-12-18
0.29,Misc,2009-12-01
0.29,Misc,2000-09-28
0.29,Misc,2004-06-01
0.29,Misc,1996-03-22
0.29,Misc,2012-11-06
0.29,Misc,2002-11-16
0.29,Misc,2011-04-21
0.29,Platform,2016-10-16
0.29,Adventure,2014-09-30
0.29,Adventure,2007-12-04
0.29,Action-Adventure,2018-12-04
0.29,Puzzle,2010-12-07
0.29,Puzzle,1999-07-31
0.29,Simulation,2008-07-10
0.29,Role-Playing,2003-07-01
0.29,Role-Playing,2000-09-19
0.29,Role-Playing,2015-10-13
0.29,Simulation,2009-10-20
0.29,Simulation,2003-07-18
0.29,Sports,1999-11-24
0.29,Sports,2005-02-08
0.29,Sports,2002-06-10
0.29,Sports,2011-05-17
0.29,Strategy,2008-02-04
0.29,Strategy,1997-03-20
0.29,Adventure,2016-09-30
0.29,Adventure,2004-02-11
0.29,Adventure,2009-05-26
0.29,Adventure,2014-10-07
0.29,Adventure,2010-11-23
0.29,Adventure,2002-03-21
0.29,Shooter,2004-06-14
0.29,Sports,2001-08-30
0.29,Sports,1999-05-10
0.29,Sports,2009-07-07
0.29,Sports,2007-08-14
0.29,Sports,1987-01-01
0.29,Sports,2002-03-02
0.29,Shooter,2013-03-26
0.29,Shooter,2012-10-16
0.29,Puzzle,2007-10-16
0.29,Puzzle,2007-11-30
0.29,Puzzle,2004-11-16
0.29,Puzzle,2008-11-25
0.29,Action,2009-02-24
0.29,Action,2007-03-20
0.29,Action,2007-04-03
0.29,Action,2006-10-24
0.29,Action,2011-11-11
0.29,Action,2010-10-12
0.29,Action,2009-08-25
0.29,Action,2007-10-02
0.29,Action,2009-10-27
0.29,Action,2006-10-24
0.29,Action,2010-02-16
0.29,Action,2009-11-10
0.29,Adventure,2005-09-26
0.29,Adventure,2009-10-20
0.29,Adventure,2009-09-25
0.29,Adventure,2008-12-11
0.29,Music,2017-03-03
0.29,Music,2012-07-26
0.29,Action,2009-09-08
0.29,Strategy,2002-09-17
0.29,Strategy,1993-01-01
0.29,Strategy,2017-10-03
0.29,Platform,2003-03-17
0.29,Platform,1999-12-01
0.29,Platform,2017-11-07
0.29,Platform,2004-11-03
0.29,Platform,2001-06-10
0.29,Action,2016-10-11
0.29,Racing,2007-07-23
0.29,Racing,2017-06-13
0.29,Shooter,2005-01-17
0.29,Shooter,2008-02-26
0.29,Racing,2000-11-13
0.29,Racing,2003-12-18
0.29,Racing,2008-04-04
0.29,Racing,2005-04-19
0.29,Racing,2000-02-29
0.29,Racing,1999-11-24
0.29,Racing,1998-11-23
0.29,Shooter,2010-09-28
0.29,Shooter,2011-02-15
0.29,Shooter,2011-07-19
0.29,Shooter,2001-03-27
0.29,Shooter,2009-03-24
0.29,Shooter,2005-04-25
0.29,Sports,1996-09-30
0.29,Sports,2007-10-03
0.29,Sports,2000-12-20
0.29,Sports,2007-05-30
0.29,Shooter,2009-04-07
0.29,Shooter,1998-04-30
0.29,Sports,2010-10-26
0.29,Sports,2000-07-19
0.28,Puzzle,2006-12-14
0.28,Action-Adventure,2008-07-24
0.28,Platform,2011-04-12
0.28,Platform,2002-11-17
0.28,Misc,2012-07-10
0.28,Platform,2010-10-05
0.28,Platform,2002-10-19
0.28,Platform,2001-06-10
0.28,Platform,2016-10-16
0.28,Racing,1992-04-28
0.28,Racing,2009-04-20
0.28,Sports,2002-02-06
0.28,Sports,2004-11-17
0.28,Sports,1995-12-14
0.28,Sports,1992-03-01
0.28,Sports,2003-09-03
0.28,Fighting,2004-11-16
0.28,Sports,2011-09-06
0.28,Sports,2008-11-17
0.28,Sports,2001-03-21
0.28,Racing,2006-03-14
0.28,Sports,2001-09-26
0.28,Sports,2002-09-16
0.28,Shooter,1996-09-20
0.28,Misc,1995-05-26
0.28,Sports,2006-11-01
0.28,Racing,2003-01-22
0.28,Racing,2003-12-09
0.28,Racing,1997-06-30
0.28,Racing,2003-11-25
0.28,Sports,2000-11-06
0.28,Misc,2008-10-28
0.28,Misc,2011-02-01
0.28,Misc,2010-10-26
0.28,Misc,2018-08-03
0.28,Misc,2009-12-22
0.28,Misc,2002-12-19
0.28,Misc,2009-03-10
0.28,Misc,2009-12-22
0.28,Action,2004-08-24
0.28,Action,2010-01-05
0.28,Action,2011-11-15
0.28,Action,2009-10-06
0.28,Action,2007-05-15
0.28,Action,2003-12-09
0.28,Platform,2009-11-17
0.28,Simulation,2007-11-19
0.28,Action,2005-11-08
0.28,Action,2010-11-23
0.28,Action,2011-06-14
0.28,Platform,2000-09-29
0.28,Strategy,2007-12-04
0.28,Strategy,1997-04-25
0.28,Strategy,1998-01-20
0.28,Music,2013-08-27
0.28,Music,2014-10-21
0.28,Music,2016-10-25
0.28,Action,2010-09-07
0.28,Action,2003-12-08
0.28,Action,2002-10-31
0.28,Action,2014-02-25
0.28,Action,2005-11-15
0.28,Action,2016-03-01
0.28,Action,2007-09-24
0.28,Action,2008-08-07
0.28,Action,2002-07-25
0.28,Action,2008-02-25
0.28,Action,2011-08-16
0.28,Action,2005-10-17
0.28,Action,2007-11-06
0.28,Action,2001-09-25
0.28,Action,2017-05-30
0.28,Misc,2010-10-26
0.28,Misc,2002-09-03
0.28,Shooter,2007-09-18
0.28,Shooter,2003-10-04
0.28,Shooter,2013-07-23
0.28,Shooter,2005-04-18
0.28,Shooter,2011-06-07
0.28,Adventure,2007-07-30
0.28,Adventure,2005-11-14
0.28,Adventure,2004-09-13
0.28,Adventure,2009-10-27
0.28,Adventure,2006-11-13
0.28,Adventure,2002-09-22
0.28,Sports,2002-08-12
0.28,Sports,2015-07-14
0.28,Sports,2003-12-22
0.28,Shooter,2010-04-27
0.28,Shooter,2016-05-03
0.28,Strategy,1994-01-01
0.28,Sports,1991-12-20
0.28,Sports,2007-05-30
0.28,Sports,2007-02-27
0.28,Sports,2011-09-27
0.28,Sports,1995-06-01
0.28,Sports,2011-10-04
0.28,Simulation,2011-11-08
0.28,Simulation,1995-01-01
0.28,Sports,2001-11-17
0.28,Sports,2003-07-01
0.28,Simulation,2012-10-30
0.28,Simulation,2004-11-17
0.28,Simulation,2007-11-05
0.28,Simulation,2017-10-31
0.28,Puzzle,2013-10-29
0.28,Action-Adventure,2014-06-10
0.28,Puzzle,2010-04-23
0.28,Puzzle,2007-03-06
0.28,Puzzle,2008-06-24
0.28,Action,2015-07-21
0.28,Action,2008-02-28
0.28,Action,2007-02-12
0.28,Action,2009-06-09
0.28,Action,2017-03-17
0.28,Action,2017-09-29
0.28,Platform,2000-01-28
0.28,Platform,2006-05-05
0.28,Adventure,2006-06-27
0.28,Action,2005-08-09
0.28,Action,2008-10-13
0.28,Action,2001-12-20
0.28,Simulation,2003-01-12
0.28,Simulation,2010-11-02
0.28,Simulation,1998-09-30
0.28,Role-Playing,2006-02-21
0.28,Role-Playing,1999-12-16
0.28,Role-Playing,2007-02-05
0.28,Role-Playing,2011-02-10
0.28,Role-Playing,2007-08-28
0.28,Role-Playing,1998-07-23
0.28,Role-Playing,2015-04-07
0.28,Role-Playing,2012-11-18
0.28,Role-Playing,2001-12-11
0.28,Role-Playing,2018-02-15
0.28,Simulation,2008-03-25
0.28,Simulation,2004-11-16
0.28,Fighting,2005-09-20
0.28,Fighting,1998-03-31
0.28,Role-Playing,2007-09-25
0.28,Fighting,2015-02-24
0.28,Fighting,1995-12-22
0.28,Fighting,1996-01-01
0.28,Fighting,2003-02-24
0.28,Fighting,2002-11-11
0.28,Fighting,2007-10-30
0.28,Fighting,1999-10-31
0.28,Sports,2003-04-03
0.28,Sports,2008-11-24
0.28,Sports,2009-08-25
0.28,Platform,2005-05-24
0.28,Action-Adventure,2016-06-28
0.28,Platform,2006-09-12
0.28,Platform,2006-11-07
0.28,Platform,1995-03-23
0.28,Platform,2009-06-30
0.28,Platform,2003-05-06
0.28,Misc,2004-09-12
0.28,Misc,2012-07-26
0.28,Shooter,2010-06-29
0.28,Shooter,2002-03-12
0.28,Sports,1999-03-22
0.28,Racing,2011-11-15
0.28,Shooter,2011-04-12
0.28,Racing,2002-06-17
0.28,Racing,2013-03-19
0.28,Racing,2005-11-15
0.28,Racing,2003-11-11
0.27,Racing,2007-08-28
0.27,Racing,2005-08-30
0.27,Racing,2016-10-13
0.27,Racing,2012-11-13
0.27,Racing,2000-10-31
0.27,Simulation,2009-10-20
0.27,Simulation,2003-03-25
0.27,Role-Playing,2004-11-16
0.27,Role-Playing,2009-11-10
0.27,Sports,2007-06-25
0.27,Sports,1994-03-26
0.27,Sports,2006-09-12
0.27,Sports,2010-08-24
0.27,Sports,2001-12-10
0.27,Sports,1998-03-26
0.27,Sports,1998-02-10
0.27,Sports,2010-11-09
0.27,Sports,2006-06-06
0.27,Sports,1998-12-04
0.27,Sports,2001-11-19
0.27,Sports,2006-11-14
0.27,Sports,1995-02-24
0.27,Sports,2008-08-04
0.27,Sports,2000-10-30
0.27,Sports,2009-09-29
0.27,Sports,2002-03-04
0.27,Sports,2003-10-22
0.27,Sports,1997-11-20
0.27,Fighting,2010-10-19
0.27,Fighting,1997-03-31
0.27,Fighting,2005-08-24
0.27,Sports,2016-09-13
0.27,Sports,2000-02-29
0.27,Sports,2013-11-15
0.27,Sports,2012-11-06
0.27,Sports,2004-07-14
0.27,Sports,2009-09-17
0.27,Sports,2000-07-31
0.27,Sports,2010-09-28
0.27,Sports,2007-09-19
0.27,Racing,2002-03-21
0.27,Misc,2008-11-16
0.27,Misc,2008-10-15
0.27,Misc,2004-05-14
0.27,Misc,2011-03-29
0.27,Misc,2007-05-17
0.27,Misc,2014-02-11
0.27,Action-Adventure,2014-04-08
0.27,Action-Adventure,2014-03-18
0.27,Action-Adventure,2012-11-20
0.27,Action-Adventure,2013-10-25
0.27,Action-Adventure,2016-11-08
0.27,Action-Adventure,2018-08-21
0.27,Action-Adventure,2014-04-29
0.27,Puzzle,2009-10-26
0.27,Platform,2002-09-10
0.27,Misc,2011-10-25
0.27,Misc,2005-08-21
0.27,Misc,2007-11-27
0.27,Misc,2014-01-23
0.27,Misc,2013-02-05
0.27,Misc,2009-03-10
0.27,Misc,2013-05-28
0.27,Misc,2010-11-16
0.27,Misc,2011-10-11
0.27,Misc,2013-02-10
0.27,Misc,2008-10-14
0.27,Misc,2010-10-20
0.27,Misc,2011-10-11
0.27,Action,2010-11-16
0.27,Action,2015-08-25
0.27,Puzzle,2001-12-01
0.27,Puzzle,2013-10-29
0.27,Puzzle,2005-04-26
0.27,Puzzle,2007-10-29
0.27,Puzzle,1995-05-26
0.27,Puzzle,2007-10-30
0.27,Platform,2006-05-05
0.27,Platform,2005-10-20
0.27,Platform,2013-10-13
0.27,Platform,2010-07-06
0.27,Platform,2016-10-16
0.27,Platform,2013-09-10
0.27,Platform,2007-06-26
0.27,Misc,2009-12-15
0.27,Action,2010-06-22
0.27,Action,2005-06-27
0.27,Action,2016-11-15
0.27,Action,2006-04-11
0.27,Action,1997-06-30
0.27,Action,2001-10-02
0.27,Action,2011-10-11
0.27,Action,2010-05-04
0.27,Action,2017-10-13
0.27,Action,2011-06-21
0.27,Action,2004-09-28
0.27,Action,2009-07-21
0.27,Action,2005-02-08
0.27,Action,2015-06-12
0.27,Action,2010-09-14
0.27,Action,2017-01-17
0.27,Action,2008-02-05
0.27,Misc,2010-10-26
0.27,Shooter,2002-10-22
0.27,Shooter,2011-07-19
0.27,Adventure,2010-11-16
0.27,Adventure,2000-12-04
0.27,Adventure,2009-06-19
0.27,Adventure,2007-06-25
0.27,Adventure,2010-11-02
0.27,Adventure,2017-09-19
0.27,Adventure,2008-10-14
0.27,Action,2003-10-31
0.27,Strategy,1999-05-31
0.27,Action,1999-08-24
0.27,Action,2011-11-15
0.27,Strategy,2010-03-02
0.27,Strategy,2010-07-15
0.27,Strategy,2010-09-28
0.27,Strategy,2010-09-07
0.27,Music,2015-10-20
0.27,Music,2014-11-18
0.27,Shooter,2018-03-06
0.27,Shooter,2008-02-19
0.27,Shooter,2004-10-12
0.27,Shooter,2005-11-16
0.27,Shooter,2016-01-01
0.27,Shooter,2013-08-20
0.27,Shooter,1995-10-01
0.27,Shooter,2009-09-01
0.27,Sports,2001-11-14
0.27,Sports,2001-02-28
0.27,Sports,2001-05-21
0.27,Sports,2003-10-15
0.27,Sports,2011-11-01
0.27,Sports,1998-12-23
0.27,Simulation,1996-07-03
0.27,Simulation,1994-06-08
0.27,Simulation,2006-10-17
0.27,Simulation,2010-03-28
0.27,Simulation,2013-11-21
0.27,Party,2018-11-06
0.27,Strategy,2004-11-02
0.27,Role-Playing,2018-10-12
0.27,Role-Playing,1996-11-22
0.27,Role-Playing,2017-08-10
0.27,Role-Playing,1999-07-29
0.27,Role-Playing,2009-03-17
0.27,Role-Playing,2004-02-19
0.27,Role-Playing,2017-10-17
0.27,Role-Playing,2003-11-04
0.27,Role-Playing,2000-07-23
0.27,Role-Playing,2010-03-16
0.27,Role-Playing,2001-12-07
0.27,Role-Playing,2000-02-29
0.27,Fighting,1997-07-31
0.27,Fighting,1993-12-29
0.27,Fighting,2003-03-18
0.27,Fighting,1996-12-20
0.27,Fighting,2004-12-15
0.27,Fighting,2002-10-23
0.27,Sports,2006-10-10
0.27,Racing,2001-11-26
0.27,Racing,2011-03-29
0.27,Racing,2002-06-14
0.27,Racing,2002-12-06
0.27,Racing,2010-11-23
0.27,Racing,2001-08-21
0.27,Racing,2002-09-19
0.27,Racing,2000-02-29
0.27,Racing,2003-06-26
0.27,Racing,2005-11-15
0.27,Sports,2009-03-03
0.27,Sports,2006-11-14
0.27,Sports,2010-07-15
0.27,Sports,2007-04-16
0.26,Action,2012-02-22
0.26,Action,2005-11-21
0.26,Action,2009-06-09
0.26,Action,2002-09-25
0.26,Action,2006-07-27
0.26,Action,2015-11-19
0.26,Action,2008-10-21
0.26,Action,1997-01-01
0.26,Action,2004-06-02
0.26,Action,2012-02-21
0.26,Action,2008-06-05
0.26,Action,2008-06-05
0.26,Action,2001-07-28
0.26,Action,2002-11-08
0.26,Racing,2002-08-20
0.26,Racing,2004-03-02
0.26,Racing,2005-03-22
0.26,Racing,2005-11-15
0.26,Racing,2001-09-24
0.26,Racing,2012-02-14
0.26,Racing,2002-08-31
0.26,Racing,2000-11-05
0.26,Racing,2003-11-11
0.26,Racing,1998-02-19
0.26,Sports,2003-10-29
0.26,Sports,2004-11-17
0.26,Sports,2004-03-09
0.26,Racing,2007-10-09
0.26,Racing,1994-03-14
0.26,Sports,2018-04-26
0.26,Sports,2002-10-10
0.26,Sports,2002-02-25
0.26,Sports,2000-02-29
0.26,Sports,2010-03-02
0.26,Sports,2011-07-16
0.26,Sports,2011-07-14
0.26,Sports,2013-09-24
0.26,Sports,2009-03-31
0.26,Sports,2003-07-09
0.26,Sports,2007-07-16
0.26,Sports,2017-09-29
0.26,Sports,2013-10-24
0.26,Adventure,2011-02-03
0.26,Sports,2009-06-08
0.26,Sports,2010-10-26
0.26,Sports,1996-02-23
0.26,Sports,2007-08-14
0.26,Sports,1999-12-25
0.26,Sports,1996-08-31
0.26,Sports,2006-06-05
0.26,Sports,2009-03-03
0.26,Sports,2003-01-23
0.26,Sports,2007-12-11
0.26,Sports,2008-12-18
0.26,Sports,2002-10-09
0.26,Adventure,2008-09-16
0.26,Adventure,2002-01-28
0.26,Adventure,2008-07-23
0.26,Adventure,2009-03-03
0.26,Adventure,2006-06-27
0.26,Adventure,2011-12-06
0.26,Adventure,2008-11-18
0.26,Adventure,2014-02-22
0.26,Adventure,2004-07-16
0.26,Adventure,2002-12-13
0.26,Adventure,2001-11-17
