total_sales,genre,release_date
0.12,Strategy,2016-11-22
0.12,Sports,1996-08-01
0.12,Sports,2014-04-01
0.12,Sports,1996-09-30
0.12,Racing,2009-09-24
0.12,Racing,1996-11-12
0.12,Racing,2010-11-09
0.12,Racing,2002-02-27
0.12,Racing,2007-11-27
0.12,Racing,2007-12-17
0.12,Racing,1998-06-30
0.12,Racing,2011-11-15
0.12,Role-Playing,1994-06-24
0.12,Role-Playing,2001-03-23
0.12,Role-Playing,2015-02-26
0.12,Role-Playing,2012-10-04
0.12,Role-Playing,1996-08-02
0.12,Role-Playing,2017-05-23
0.12,Role-Playing,1998-07-23
0.12,Role-Playing,1999-10-13
0.12,Role-Playing,2015-06-09
0.12,Role-Playing,2005-09-27
0.12,Role-Playing,2018-01-26
0.12,Role-Playing,2011-01-11
0.12,Role-Playing,2014-04-15
0.12,Role-Playing,2010-02-25
0.12,Role-Playing,2013-03-28
0.12,Role-Playing,2018-10-30
0.12,Sports,2002-07-18
0.12,Sports,2011-09-27
0.12,Sports,2011-11-18
0.12,Sports,1993-09-19
0.12,Action-Adventure,2013-05-21
0.12,Music,2014-08-28
0.12,Role-Playing,2010-05-27
0.12,Role-Playing,2018-06-05
0.12,Adventure,2001-04-13
0.12,Adventure,2004-12-14
0.12,Adventure,2011-06-14
0.12,Adventure,1998-05-21
0.12,Sports,2010-09-14
0.12,Sports,2012-03-06
0.12,Sports,2002-11-19
0.12,Sports,2005-04-25
0.12,Adventure,2008-11-04
0.12,Adventure,2007-10-30
0.12,Adventure,2004-03-16
0.12,Adventure,2008-01-08
0.12,Adventure,2007-02-15
0.12,Adventure,2010-03-09
0.12,Adventure,2017-05-02
0.12,Misc,2013-10-22
0.12,Action,2005-11-01
0.12,Misc,2008-11-14
0.12,Misc,2009-11-24
0.12,Misc,2008-06-26
0.12,Misc,2005-10-30
0.12,Visual Novel,2014-11-27
0.12,Adventure,1993-07-29
0.12,Adventure,2011-11-08
0.12,Misc,2017-11-07
0.12,Misc,2012-05-13
0.12,Misc,2007-05-22
0.12,Role-Playing,2009-10-27
0.12,Misc,2010-11-02
0.12,Misc,2007-06-07
0.12,Misc,2011-11-01
0.12,Action,2011-03-01
0.12,Role-Playing,2017-02-23
0.12,Role-Playing,2006-02-02
0.12,Misc,2009-09-22
0.12,Misc,2004-01-01
0.12,Misc,2010-11-10
0.12,Misc,2009-09-22
0.12,Misc,2011-11-01
0.12,Misc,2011-10-18
0.12,Puzzle,2007-11-13
0.12,Puzzle,2000-09-19
0.12,Puzzle,2017-07-20
0.12,Puzzle,2016-09-01
0.12,Puzzle,2009-05-12
0.12,Puzzle,2008-10-28
0.12,Platform,2003-09-23
0.12,Platform,2013-07-23
0.12,Action,2010-04-16
0.12,Action,2010-06-22
0.12,Puzzle,2008-05-30
0.12,Puzzle,2007-07-24
0.12,Platform,2009-06-30
0.12,Puzzle,2009-10-26
0.12,Puzzle,2008-10-28
0.12,Puzzle,2006-03-21
0.12,Sports,2014-10-23
0.12,Sports,2002-03-07
0.12,Sports,2008-03-25
0.12,Action,2013-03-20
0.12,Action,2016-05-24
0.12,Action,2011-08-04
0.12,Action,2009-09-29
0.12,Misc,2008-08-26
0.12,Misc,2011-10-11
0.12,Misc,2011-10-18
0.12,Misc,2010-10-19
0.12,Misc,2011-11-15
0.12,Sports,1998-06-25
0.12,Sports,2015-07-07
0.12,Sports,2008-04-14
0.11,Adventure,1998-03-26
0.11,Adventure,2011-11-08
0.11,Adventure,2009-09-01
0.11,Simulation,2009-08-18
0.11,Simulation,2009-09-22
0.11,Simulation,2018-11-02
0.11,Simulation,2009-06-23
0.11,Simulation,2003-11-13
0.11,Simulation,2004-02-03
0.11,Simulation,2007-07-26
0.11,Simulation,2009-01-05
0.11,Simulation,2009-06-09
0.11,Simulation,2008-07-02
0.11,Simulation,2010-06-08
0.11,Simulation,2003-06-25
0.11,Simulation,1999-11-30
0.11,Simulation,2000-10-24
0.11,Simulation,2018-02-13
0.11,Simulation,2006-08-10
0.11,Sports,2016-09-13
0.11,Sports,2009-05-21
0.11,Sports,2009-03-10
0.11,Sports,2006-04-11
0.11,Sports,1997-11-30
0.11,Sports,2002-11-10
0.11,Sports,2011-11-08
0.11,Sports,2005-11-16
0.11,Sports,2007-06-25
0.11,Sports,2011-03-15
0.11,Sports,2011-10-11
0.11,Sports,2010-11-26
0.11,Sports,2008-08-19
0.11,Sports,2003-01-01
0.11,Sports,2003-11-18
0.11,Sports,2006-05-22
0.11,Sports,2017-09-19
0.11,Sports,2009-10-20
0.11,Sports,2005-11-17
0.11,Sports,2002-03-18
0.11,Sports,2007-10-03
0.11,Sports,2007-05-30
0.11,Sports,2003-09-09
0.11,Sports,2010-09-14
0.11,Misc,2009-03-10
0.11,Misc,2009-09-22
0.11,Misc,2009-09-22
0.11,Sports,1993-10-29
0.11,Adventure,1999-04-30
0.11,Adventure,1996-01-01
0.11,Simulation,2009-05-11
0.11,Simulation,2011-10-31
0.11,Simulation,2016-07-28
0.11,Simulation,2007-12-04
0.11,Shooter,1995-01-01
0.11,Shooter,2014-10-21
0.11,Shooter,2002-11-26
0.11,Shooter,2009-12-01
0.11,Shooter,2003-06-20
0.11,Shooter,2002-03-19
0.11,Racing,2018-03-16
0.11,Shooter,2005-05-25
0.11,Fighting,2009-08-06
0.11,Shooter,2005-06-13
0.11,Fighting,2016-06-07
0.11,Fighting,2004-11-16
0.11,Fighting,1995-01-01
0.11,Fighting,1999-12-02
0.11,Fighting,2009-07-28
0.11,Racing,2004-08-24
0.11,Racing,1999-12-03
0.11,Fighting,2010-06-03
0.11,Racing,2000-10-05
0.11,Racing,2009-04-07
0.11,Racing,2010-11-09
0.11,Racing,2014-02-18
0.11,Racing,2000-01-01
0.11,Racing,2002-11-20
0.11,Racing,1997-08-31
0.11,Platform,2009-02-17
0.11,Misc,2004-12-24
0.11,Misc,2011-11-15
0.11,Misc,2013-11-19
0.11,Misc,2018-09-28
0.11,Misc,2004-12-08
0.11,Misc,2011-11-22
0.11,Misc,2011-10-18
0.11,Misc,1999-09-30
0.11,Misc,2006-05-25
0.11,Misc,2009-05-19
0.11,Misc,2011-11-01
0.11,Misc,1995-03-31
0.11,Misc,2000-07-19
0.11,Misc,2014-06-26
0.11,Misc,2006-04-19
0.11,Misc,2007-10-09
0.11,Racing,2010-03-02
0.11,Racing,2006-12-06
0.11,Racing,2015-11-24
0.11,Racing,2005-11-14
0.11,Racing,2012-03-27
0.11,Racing,2000-02-02
0.11,Fighting,2008-12-02
0.11,Fighting,2003-12-09
0.11,Fighting,1997-11-30
0.11,Fighting,2000-10-25
0.11,Fighting,2006-08-10
0.11,Fighting,2011-05-31
0.11,Racing,2000-01-01
0.11,Platform,2011-11-03
0.11,Platform,2011-03-29
0.11,Platform,2014-10-14
0.11,Fighting,2010-10-12
0.11,Fighting,2014-09-23
0.11,Fighting,2005-03-01
0.11,Fighting,2010-03-09
0.11,Platform,2011-01-11
0.11,Platform,2005-08-23
0.11,Platform,2008-08-29
0.11,Platform,2011-02-22
0.11,Platform,2004-10-12
0.11,Platform,2001-10-15
0.11,Misc,2008-09-17
0.11,Misc,2008-09-23
0.11,Misc,2006-08-17
0.11,Misc,2010-09-14
0.11,Misc,2010-10-05
0.11,Misc,2011-11-20
0.11,Misc,2013-02-28
0.11,Misc,2009-03-10
0.11,Misc,2005-10-25
0.11,Misc,2009-09-21
0.11,Misc,2011-09-20
0.11,Misc,2004-03-03
0.11,Misc,2016-06-30
0.11,Misc,2012-10-25
0.11,Adventure,2007-02-22
0.11,Adventure,2004-08-10
0.11,Sports,2007-03-13
0.11,Sports,2012-08-09
0.11,Sports,2006-12-14
0.11,Sports,2013-09-20
0.11,Sports,2009-06-16
0.11,Misc,1997-02-14
0.11,Adventure,2017-05-23
0.11,Adventure,2005-09-27
0.11,Adventure,1997-05-31
0.11,Adventure,2017-05-26
0.11,Platform,1999-08-31
0.11,Platform,2008-05-27
0.11,Platform,2002-02-22
0.11,Platform,2003-11-03
0.11,Platform,2006-09-19
0.11,Fighting,2003-04-10
0.11,Fighting,2014-10-21
0.11,Fighting,2002-10-15
0.11,Fighting,2000-03-15
0.11,Fighting,2001-04-22
0.11,Fighting,2000-08-18
0.11,Puzzle,2005-12-06
0.11,Puzzle,2014-02-06
0.11,Puzzle,2008-11-17
0.11,Puzzle,2007-09-25
0.11,Puzzle,2004-06-02
0.11,Puzzle,2008-10-21
0.11,Adventure,2009-05-26
0.11,Adventure,2008-01-08
0.11,Adventure,2009-04-14
0.11,Adventure,2011-06-30
0.11,Adventure,2010-03-09
0.11,Adventure,2010-08-20
0.11,Adventure,2008-02-14
0.11,Music,2014-10-21
0.11,MMO,2018-05-21
0.11,Music,2015-07-09
0.11,Puzzle,2009-09-21
0.11,Puzzle,2011-08-16
0.11,Puzzle,2007-04-09
0.11,Action,2010-02-11
0.11,Action,2010-03-11
0.11,Platform,2016-06-21
0.11,Platform,2009-10-13
0.11,Platform,2008-07-15
0.11,Platform,2005-10-09
0.11,Platform,1997-11-30
0.11,Action,2005-04-06
0.11,Action,2008-04-15
0.11,Action,2005-03-15
0.11,Action,2010-09-14
0.11,Action,2010-12-07
0.11,Action,2004-10-04
0.11,Action,2018-08-15
0.11,Action,2009-02-10
0.11,Fighting,2011-03-29
0.11,Fighting,2002-09-23
0.11,Puzzle,2007-03-19
0.11,Puzzle,2011-04-19
0.11,Action,2003-10-16
0.11,Action,2010-09-14
0.11,Puzzle,2010-05-25
0.11,Puzzle,2006-03-21
0.11,Puzzle,2000-09-22
0.11,Puzzle,2010-11-23
0.11,Racing,2018-02-13
0.11,Racing,2008-02-19
0.11,Racing,2002-11-12
0.11,Racing,2015-06-23
0.11,Racing,2002-06-30
0.11,Racing,2000-10-11
0.11,Racing,2003-08-13
0.11,Racing,1997-11-30
0.11,Racing,2007-10-02
0.11,Racing,2012-11-06
0.11,Racing,2002-06-25
0.11,Racing,2006-09-06
0.11,Racing,2002-02-18
0.11,Action,2005-02-23
0.11,Action,2009-10-20
0.11,Action,2002-10-23
0.11,Action,2002-09-06
0.11,Action,2009-11-17
0.11,Action,2011-06-07
0.11,Action,2010-08-05
0.11,Action,2005-03-15
0.11,Action,2011-09-27
0.11,Action,2007-03-20
0.11,Action,2005-10-18
0.11,Action,2003-03-18
0.11,Action,2016-10-11
0.11,Action,2011-11-04
0.11,Action,2011-09-22
0.11,Action,2005-04-26
0.11,Action,2008-12-02
0.11,Action,2012-07-19
0.11,Action,2009-06-16
0.11,Action,2009-10-20
0.11,Action,2005-08-29
0.11,Action,2015-10-06
0.11,Action,2002-09-11
0.11,Action,2002-07-31
0.11,Action,2007-06-15
0.11,Shooter,2005-05-11
0.11,Shooter,1997-09-30
0.11,Shooter,2003-03-05
0.11,Shooter,2013-10-22
0.11,Shooter,2002-07-30
0.11,Shooter,2004-03-03
0.11,Shooter,2007-06-12
0.11,Strategy,2007-12-20
0.11,Strategy,2016-11-22
0.11,Strategy,2007-08-21
0.11,Shooter,2006-11-14
0.11,Shooter,2005-04-12
0.11,Shooter,2002-11-18
0.11,Shooter,2010-05-04
0.11,Puzzle,2004-12-16
0.11,Puzzle,2001-01-09
0.11,Puzzle,2007-05-16
0.11,Shooter,2002-10-15
0.11,Shooter,2016-05-17
0.11,Shooter,2014-06-24
0.11,Action,2011-08-25
0.11,Action,2006-11-14
0.11,Action,1998-07-31
0.11,Action,2009-09-22
0.11,Action,2011-06-17
0.11,Action,2009-05-05
0.11,Action,2007-06-30
0.11,Action,2010-11-16
0.11,Action,2011-09-13
0.11,Action,2015-04-08
0.11,Action,2003-09-16
0.11,Action,2006-05-16
0.11,Action,2017-08-15
0.11,Action,2009-11-17
0.11,Action,2005-11-18
0.11,Strategy,2002-03-27
0.11,Sports,2002-03-28
0.11,Sports,1999-10-31
0.11,Sports,2011-11-10
0.11,Sports,2007-12-11
0.11,Sports,1994-12-22
0.11,Shooter,2004-08-02
0.11,Shooter,2018-06-29
0.11,Shooter,2008-11-04
0.11,Shooter,2011-08-30
0.11,Shooter,2015-12-08
0.11,Shooter,2002-11-03
0.11,Shooter,2002-03-18
0.11,Shooter,1997-06-30
0.11,Shooter,2011-08-30
0.11,Shooter,2002-11-03
0.11,Shooter,2007-12-04
0.11,Shooter,1997-09-30
0.11,Shooter,2003-03-19
0.11,Strategy,2007-11-20
0.11,Shooter,1996-08-31
0.11,Sports,1995-10-13
0.11,Sports,2005-09-20
0.11,Sports,2005-10-11
0.11,Sports,2011-06-21
0.11,Sports,2008-04-01
0.11,Sports,2004-08-26
0.11,Shooter,2004-10-05
0.11,Shooter,2010-12-14
0.11,Misc,2011-11-08
0.11,Misc,2010-08-24
0.11,Misc,2011-12-07
0.11,Action,2015-10-20
0.11,Action,2016-02-09
0.11,Misc,2009-10-01
0.11,Misc,2008-11-04
0.11,Misc,2008-10-15
0.11,Misc,2009-07-14
0.11,Misc,2011-11-15
0.11,Misc,2011-11-01
0.11,Misc,1995-10-13
0.11,Action,2016-10-11
0.11,Action,2010-07-20
0.11,Action,2009-10-20
0.11,Action,1998-06-17
0.11,Action,1999-04-30
0.11,Action,2011-09-13
0.11,Action,2004-04-05
0.11,Action,2016-03-03
0.11,Action,2015-10-06
0.11,Action,2005-02-14
0.11,Misc,2010-08-31
0.11,Action,2008-06-24
0.11,Role-Playing,2014-07-29
0.11,Role-Playing,1998-04-30
0.11,Role-Playing,2018-06-26
0.11,Role-Playing,2015-03-26
0.11,Role-Playing,1994-02-27
0.11,Role-Playing,2006-06-20
0.11,Role-Playing,2009-12-17
0.11,Role-Playing,2016-03-01
0.11,Role-Playing,2008-10-31
0.11,Role-Playing,2016-03-17
0.11,Role-Playing,2008-11-04
0.11,Role-Playing,2014-10-23
0.11,Role-Playing,2007-07-31
0.11,Role-Playing,2008-02-28
0.11,Role-Playing,2008-10-14
0.11,Role-Playing,2009-10-06
0.11,Role-Playing,2018-03-27
0.11,Role-Playing,2002-11-24
0.11,Role-Playing,2005-10-20
0.11,Role-Playing,2016-12-15
0.11,Role-Playing,2004-12-07
0.11,Role-Playing,2009-03-10
0.11,Role-Playing,2011-04-26
0.11,Misc,2008-02-05
0.11,Misc,2006-04-10
0.11,Misc,2008-02-26
0.11,Role-Playing,2011-12-22
0.11,Role-Playing,2016-02-02
0.11,Role-Playing,1995-09-22
0.11,Action-Adventure,2012-06-28
0.11,Role-Playing,1993-10-22
0.11,Role-Playing,2005-11-01
0.11,Role-Playing,2011-04-28
0.11,Role-Playing,2010-03-30
0.11,Role-Playing,2007-08-09
0.11,Role-Playing,1995-04-27
0.11,Role-Playing,2018-05-25
0.11,Role-Playing,2012-08-30
0.11,Sports,2005-12-15
0.11,Sports,2002-02-17
0.11,Sports,2006-02-28
0.11,Sports,2003-09-03
0.11,Sports,2010-10-05
0.11,Sports,2004-09-01
0.11,Sports,2009-05-21
0.11,Sports,1999-12-08
0.11,Sports,1999-03-02
0.11,Strategy,2008-11-04
0.11,Strategy,1995-09-29
0.11,Strategy,2017-07-11
0.11,Sports,2008-11-18
0.11,Strategy,2005-03-15
0.11,Strategy,2003-09-23
0.11,Strategy,1997-08-01
0.11,Strategy,2000-01-31
0.11,Strategy,2004-09-22
0.11,Strategy,1997-01-31
0.11,Strategy,2010-03-11
0.11,Strategy,2001-03-12
0.11,Strategy,2008-09-02
0.11,Strategy,2009-05-11
0.11,Strategy,2004-11-18
0.11,Action-Adventure,2016-11-22
0.11,Strategy,2001-06-28
0.11,Sports,2002-09-16
0.11,Sports,2008-09-03
0.11,Sports,2000-01-31
0.11,Sports,1997-01-01
0.11,Adventure,1998-02-26
0.11,Adventure,2012-08-14
0.11,Adventure,1998-04-16
0.11,Adventure,2017-09-19
0.11,Adventure,2009-09-15
0.11,Adventure,2010-01-26
0.11,Adventure,2008-02-05
0.11,Adventure,2008-12-23
0.11,Adventure,2001-11-04
0.11,Adventure,2005-07-11
0.11,Adventure,2007-10-09
0.11,Adventure,2004-11-02
0.11,Adventure,2003-11-05
0.11,Adventure,2009-08-06
0.11,Adventure,2011-10-04
0.11,Adventure,2012-11-01
0.11,Platform,2005-09-29
0.11,Platform,2009-10-13
0.11,Platform,2005-10-04
0.11,Adventure,2000-05-25
0.11,Simulation,2009-09-14
0.11,Platform,2009-05-05
0.11,Adventure,2011-11-08
0.11,Adventure,2006-10-10
0.11,Visual Novel,2012-06-28
0.11,Adventure,2009-09-22
0.11,Adventure,2006-10-26
0.11,Adventure,2009-01-27
0.11,Adventure,2017-10-10
0.11,Adventure,2016-06-28
0.11,Adventure,2006-01-10
0.11,Adventure,2012-05-17
0.1,Misc,2010-06-15
0.1,Adventure,2009-08-27
0.1,Adventure,2015-09-18
0.1,Adventure,2009-05-05
0.1,Adventure,2001-06-18
0.1,Adventure,2009-10-13
